SN 2001jf 52204.44 Z -4.173e-01 6.698e-02 -34.1               
SN 2001jf 52231.31 Z -2.628e-01 4.637e-02 -19.3               
SN 2001jf 52232.30 Z -5.204e-01 1.752e-01 -18.8               
SN 2001jf 52236.27 Z  1.597e-01 5.977e-01 -16.6 V -0.940 0.119
SN 2001jf 52252.27 Z  2.664e+00 7.368e-01  -7.8 V -1.110 0.119
SN 2001jf 52283.31 Z  2.545e+00 4.225e-01   9.3 V -1.121 0.119
SN 2001jf 52288.33 Z  2.355e+00 2.215e-01  12.0 V -1.088 0.119
SN 2001jf 52289.32 Z  2.988e+00 6.028e-01  12.6 V -1.080 0.119
SN 2001jf 52323.26 Z -9.152e-17 9.017e-01  31.3               
SN 2001jh 52163.54 I  7.903e-02 2.723e-01 -46.1               
SN 2001jh 52174.56 I -9.379e-02 2.016e-01 -40.3               
SN 2001jh 52191.43 I  2.100e-01 2.422e-01 -31.3               
SN 2001jh 52198.43 I  1.713e-01 2.154e-01 -27.6               
SN 2001jh 52204.48 I  6.856e-02 2.350e-01 -24.4               
SN 2001jh 52225.31 I  9.170e-01 2.232e-01 -13.4 B -1.256 0.035
SN 2001jh 52231.23 I  2.506e+00 3.339e-01 -10.2 B -1.258 0.035
SN 2001jh 52232.25 I  2.899e+00 6.546e-02  -9.7 B -1.258 0.035
SN 2001jh 52236.23 I  4.217e+00 2.363e-01  -7.6 B -1.260 0.035
SN 2001jh 52252.22 I  6.381e+00 2.952e-01   0.9 B -1.262 0.035
SN 2001jh 52263.23 I  4.572e+00 3.319e-01   6.8 B -1.265 0.035
SN 2001jh 52283.27 I  2.084e+00 2.664e-01  17.4 B -1.203 0.035
SN 2001jh 52288.21 I  1.402e+00 8.445e-02  20.0 B -1.195 0.035
SN 2001jh 52289.35 I  6.034e-01 6.494e-01  20.6 B -1.193 0.035
SN 2001jh 52323.22 I  7.874e-01 8.052e-01  38.6 B -1.180 0.035
SN 2001jh 52204.49 R  0.000e+00 2.543e-02 -24.4               
SN 2001jh 52231.26 R  1.772e+00 2.115e-01 -10.2               
SN 2001jh 52232.21 R  2.015e+00 1.213e-01  -9.7               
SN 2001jh 52236.20 R  2.756e+00 2.925e-01  -7.6               
SN 2001jh 52252.20 R  3.654e+00 3.193e-01   0.9               
SN 2001jh 52283.33 R  6.177e-01 1.088e-01  17.4               
SN 2001jh 52288.38 R  3.087e-01 4.427e-02  20.1               
SN 2001jh 52289.28 R  1.809e-01 1.531e-01  20.6               
SN 2001jh 52198.50 Z -4.122e-01 2.432e+00 -27.6               
SN 2001jh 52204.42 Z  0.000e+00 7.213e-01 -24.4               
SN 2001jh 52231.29 Z  2.169e+00 6.801e-01 -10.2 V -1.113 0.146
SN 2001jh 52232.28 Z  3.308e+00 1.164e+00  -9.7 V -1.132 0.146
SN 2001jh 52236.25 Z  3.746e+00 5.307e-01  -7.6 V -1.201 0.146
SN 2001jh 52252.25 Z  6.172e+00 1.237e-01   0.9 V -1.189 0.146
SN 2001jh 52283.29 Z  2.705e+00 5.358e-01  17.4 V -1.069 0.146
SN 2001jh 52288.30 Z  2.968e+00 4.276e-01  20.1 V -1.007 0.146
SN 2001jh 52289.31 Z  1.571e+00 5.049e-01  20.6 V -0.996 0.146
SN 2001jh 52323.25 Z  2.303e+00 1.097e+00  38.6 V -0.786 0.146
SN 2001jm 52164.57 I  2.282e-02 2.166e-01 -48.3               
SN 2001jm 52176.49 I -2.795e-02 2.397e-01 -42.1               
SN 2001jm 52191.50 I -3.037e-01 1.362e-01 -34.4               
SN 2001jm 52198.59 I  4.888e-01 5.624e-01 -30.8               
SN 2001jm 52204.58 I  2.465e-01 2.108e-01 -27.7               
SN 2001jm 52225.39 I -2.066e-01 1.620e-01 -17.0               
SN 2001jm 52231.37 I  5.518e-01 2.776e-01 -13.9 B -1.243 0.073
SN 2001jm 52232.36 I  6.835e-01 1.755e-01 -13.4 B -1.244 0.073
SN 2001jm 52236.33 I  1.609e+00 2.988e-01 -11.4 B -1.247 0.073
SN 2001jm 52252.34 I  4.943e+00 3.098e-01  -3.1 B -1.220 0.073
SN 2001jm 52263.38 I  3.952e+00 2.892e-01   2.5 B -1.193 0.073
SN 2001jm 52283.38 I  1.948e+00 2.539e-01  12.8 B -1.109 0.073
SN 2001jm 52288.22 I  1.529e+00 1.832e-01  15.3 B -1.079 0.073
SN 2001jm 52289.37 I  1.257e+00 2.828e-01  15.9 B -1.074 0.073
SN 2001jm 52323.34 I -3.538e-01 4.955e-01  33.4               
SN 2001jm 52369.24 I  3.107e-01 4.570e-01  57.0               
SN 2001jm 52204.52 R -4.320e-02 9.263e-02 -27.7               
SN 2001jm 52231.33 R  1.943e-02 6.484e-02 -13.9               
SN 2001jm 52232.33 R -1.254e-01 1.885e-01 -13.4               
SN 2001jm 52236.36 R  3.632e-01 6.786e-02 -11.3               
SN 2001jm 52252.37 R  1.776e+00 1.136e-01  -3.1               
SN 2001jm 52283.35 R  5.372e-01 1.152e-01  12.8               
SN 2001jm 52288.25 R  5.170e-01 9.283e-02  15.3               
SN 2001jm 52289.26 R  3.197e-01 1.263e-01  15.9               
SN 2001jm 52323.37 R  7.440e-02 4.237e-01  33.4               
SN 2001jm 52377.24 R  1.606e-01 2.177e-01  61.1               
SN 2001jm 52198.52 Z -2.336e+00 1.646e+00 -30.1               
SN 2001jm 52204.56 Z  0.000e+00 4.170e-01 -27.7               
SN 2001jm 52231.43 Z  4.971e-01 4.704e-01 -13.9 V -1.090 0.175
SN 2001jm 52232.38 Z  7.003e-01 1.497e-01 -13.4 V -1.098 0.175
SN 2001jm 52236.29 Z  1.181e+00 2.138e-01 -11.4 V -1.145 0.175
SN 2001jm 52252.29 Z  4.816e+00 5.346e-02  -3.2 V -1.246 0.175
SN 2001jm 52283.41 Z  2.357e+00 8.286e-01  12.8 V -1.015 0.175
SN 2001jm 52288.27 Z  1.598e+00 2.352e-01  15.3 V -0.911 0.175
SN 2001jm 52289.21 Z  2.101e+00 2.994e-01  15.8 V -0.893 0.175
SN 2001jm 52323.28 Z  3.849e-01 3.261e-01  33.3 V -0.658 0.175
SN 2001jn 52198.59 I -1.426e+00 7.186e-01 -40.0               
SN 2001jn 52204.58 I -6.884e-03 1.153e-01 -36.4               
SN 2001jn 52231.37 I -1.488e-01 3.549e-02 -20.1               
SN 2001jn 52232.36 I  4.278e-01 8.872e-02 -19.5               
SN 2001jn 52236.33 I  8.714e-01 3.282e-01 -17.0 V -0.790 0.136
SN 2001jn 52252.34 I  3.196e+00 2.839e-01  -7.3 V -0.929 0.136
SN 2001jn 52283.38 I  2.894e+00 1.419e-01  11.6 V -0.797 0.136
SN 2001jn 52288.22 I  2.211e+00 2.750e-01  14.5 V -0.691 0.136
SN 2001jn 52289.37 I  1.883e+00 4.702e-01  15.2 V -0.668 0.136
SN 2001jn 52323.34 I  1.617e-01 5.589e-01  35.9 V -0.539 0.136
SN 2001jn 52369.24 I  1.705e-01 2.839e-01  63.8               
SN 2001jn 52204.52 R  0.000e+00 1.637e-01 -36.4               
SN 2001jn 52231.33 R  2.296e-02 1.140e-01 -20.1               
SN 2001jn 52232.33 R  2.557e-02 1.267e-01 -19.5               
SN 2001jn 52236.36 R  3.105e-01 1.335e-01 -17.0 B -0.410 0.113
SN 2001jn 52252.37 R  2.163e+00 2.900e-02  -7.3 B -0.619 0.113
SN 2001jn 52283.35 R  9.124e-01 2.165e-01  11.5 B -0.395 0.113
SN 2001jn 52288.25 R  6.770e-01 1.583e-01  14.5 B -0.357 0.113
SN 2001jn 52289.26 R  9.229e-01 6.243e-02  15.1 B -0.351 0.113
SN 2001jn 52323.37 R -3.524e-01 3.272e-01  35.9               
SN 2001jn 52377.24 R -2.267e-01 1.702e-01  68.6               
SN 2001jn 52198.52 Z -6.155e+00 1.427e+00 -40.0               
SN 2001jn 52204.56 Z  3.507e-02 2.459e-01 -36.4               
SN 2001jn 52231.43 Z  1.903e-02 4.383e-01 -20.0               
SN 2001jn 52232.38 Z  4.467e-01 4.116e-01 -19.4               
SN 2001jn 52236.29 Z -5.046e-02 2.726e-01 -17.0               
SN 2001jn 52252.29 Z  3.740e+00 3.207e-01  -7.3               
SN 2001jn 52283.41 Z  3.066e+00 2.619e-01  11.6               
SN 2001jn 52288.27 Z  3.841e+00 1.016e-01  14.5               
SN 2001jn 52289.21 Z  3.499e+00 3.100e-01  15.1               
SN 2001jn 52323.28 Z  1.815e+00 7.056e-01  35.8               
SN 2001jp 52198.62 I  3.052e-02 4.703e-01 -48.4               
SN 2001jp 52204.63 I -3.076e-03 1.493e-01 -44.5               
SN 2001jp 52231.61 I  4.038e-01 2.613e-01 -26.8               
SN 2001jp 52232.54 I  4.150e-01 9.331e-02 -26.2               
SN 2001jp 52236.51 I -5.368e-01 3.658e-01 -23.6               
SN 2001jp 52252.54 I  3.125e+00 1.493e-01 -13.1 V -0.853 0.048
SN 2001jp 52283.50 I  1.110e+01 1.418e-01   7.1 V -0.877 0.048
SN 2001jp 52288.48 I  9.496e+00 9.705e-02  10.4 V -0.882 0.048
SN 2001jp 52289.42 I  9.366e+00 6.719e-02  11.0 V -0.883 0.048
SN 2001jp 52323.56 I  2.158e+00 8.547e-01  33.3 V -0.806 0.048
SN 2001jp 52369.31 I  1.161e+00 5.972e-02  63.3               
SN 2001jp 52231.60 R  3.904e-03 5.243e-02 -26.8               
SN 2001jp 52236.57 R -1.103e-01 2.787e-01 -17.0               
SN 2001jp 52252.58 R  2.091e+00 4.233e-01 -13.1 B -0.678 0.029
SN 2001jp 52283.60 R  8.734e+00 1.002e-01   7.2 B -0.657 0.029
SN 2001jp 52288.41 R  6.908e+00 6.348e-02  10.3 B -0.662 0.029
SN 2001jp 52289.60 R  5.931e+00 1.439e-01  11.1 B -0.663 0.029
SN 2001jp 52323.54 R  2.193e+00 5.593e-01  33.3 B -0.650 0.029
SN 2001jp 52378.25 R  7.147e-01 7.956e-02  69.1               
SN 2001jp 52231.57 Z  0.000e+00 9.571e-01 -26.9               
SN 2001jp 52236.53 Z -3.344e-02 1.078e+00 -23.6               
SN 2001jp 52252.50 Z  1.434e+00 1.980e+00 -13.2               
SN 2001jp 52283.47 Z  1.283e+01 4.988e-01   7.1               
SN 2001jp 52288.44 Z  9.380e+00 8.289e-01  10.4               
SN 2001jp 52289.61 Z  8.769e+00 7.105e-01  11.1               
SN 2001jp 52323.50 Z  4.124e+00 8.665e-01  33.3               
SN 2001jp 52369.34 Z -5.426e+00 3.213e+00  63.3               
SN 2001jp 52377.31 Z  1.209e+00 5.921e-01  68.5               
SN 2001kd 52195.57 I -2.751e-02 2.043e-01 -10.3               
SN 2001kd 52225.48 I  3.423e+00 3.110e-01   5.2 B -1.208 0.063
SN 2001kd 52231.47 I  2.759e+00 1.632e-01   8.2 B -1.186 0.063
SN 2001kd 52232.45 I  2.799e+00 1.870e-01   8.8 B -1.181 0.063
SN 2001kd 52236.48 I  2.211e+00 3.785e-01  10.8 B -1.155 0.063
SN 2001kd 52252.42 I  7.468e-01 2.645e-01  19.1 B -1.077 0.063
SN 2001kd 52262.50 I  4.887e-01 2.043e-01  24.3 B -1.071 0.063
SN 2001kd 52283.52 I  2.771e-01 2.572e-01  35.1 B -1.077 0.063
SN 2001kd 52288.50 I  3.546e-01 2.380e-01  37.7 B -1.073 0.063
SN 2001kd 52289.54 I  2.812e-02 2.554e-01  38.2 B -1.072 0.063
SN 2001kd 52323.40 I  1.991e-02 2.955e-01  55.7               
SN 2001kd 52369.26 I  3.163e-01 2.481e-01  79.4               
SN 2001kd 52231.45 R  6.428e-01 4.791e-02   8.2               
SN 2001kd 52232.43 R  4.937e-01 3.133e-01   8.7               
SN 2001kd 52236.41 R  1.750e-01 5.250e-01  10.8               
SN 2001kd 52252.40 R  2.681e-01 3.113e-01  19.1               
SN 2001kd 52283.57 R -4.552e-02 2.003e-01  35.2               
SN 2001kd 52288.57 R  2.308e-01 1.998e-01  37.7               
SN 2001kd 52289.57 R  9.645e-02 2.358e-02  38.3               
SN 2001kd 52323.38 R -5.439e-02 1.336e-01  55.7               
SN 2001kd 52377.26 R  6.476e-02 1.351e-01  83.6               
SN 2001kd 52231.50 Z  3.837e+00 5.368e-01   8.3 V -1.207 0.158
SN 2001kd 52232.48 Z  3.223e+00 5.047e-01   8.8 V -1.192 0.158
SN 2001kd 52236.44 Z  3.701e+00 7.323e-01  10.8 V -1.120 0.158
SN 2001kd 52252.45 Z  1.463e+00 3.895e-01  19.1 V -0.824 0.158
SN 2001kd 52283.54 Z  8.534e-01 3.428e-01  35.1 V -0.673 0.158
SN 2001kd 52288.52 Z  4.887e-01 4.158e-01  37.7 V -0.671 0.158
SN 2001kd 52289.49 Z  3.326e-01 3.136e-01  38.2 V -0.671 0.158
SN 2001kd 52323.44 Z  0.000e+00 6.813e-01  55.8               
SN 2001kd 52378.30 Z  1.412e+00 2.932e-01  84.1               
SN 2002P  52163.54 I  0.000e+00 6.612e-02 -80.8               
SN 2002P  52174.56 I -2.880e-01 1.015e-01 -74.4               
SN 2002P  52191.43 I -2.691e-01 1.074e-01 -64.6               
SN 2002P  52198.43 I -1.951e-01 2.023e-01 -60.5               
SN 2002P  52204.48 I  2.285e-01 2.704e-01 -57.0               
SN 2002P  52225.31 I  1.538e-01 1.925e-01 -44.9               
SN 2002P  52231.23 I  2.003e-01 3.201e-01 -41.5               
SN 2002P  52232.25 I -2.645e-01 2.376e-01 -40.9               
SN 2002P  52236.23 I  1.447e-01 5.361e-01 -38.6               
SN 2002P  52252.22 I  2.003e-01 2.586e-01 -29.2               
SN 2002P  52263.23 I  2.416e-01 5.433e-01 -22.8               
SN 2002P  52283.27 I  2.670e+00 1.728e-01 -11.2 B -1.104 0.062
SN 2002P  52289.35 I  4.817e+00 3.686e-01  -7.6 B -1.103 0.062
SN 2002P  52323.22 I  4.278e+00 4.602e-01  12.1 B -1.208 0.062
SN 2002P  52204.49 R  1.175e-01 1.522e-01 -57.0               
SN 2002P  52231.26 R  3.127e-01 1.133e-01 -41.4               
SN 2002P  52232.21 R  4.563e-01 8.434e-02 -40.9               
SN 2002P  52236.20 R  4.347e-01 2.573e-01 -38.6               
SN 2002P  52252.20 R  2.276e-01 2.515e-01 -29.3               
SN 2002P  52283.33 R  2.880e+00 1.755e-01 -11.2               
SN 2002P  52288.38 R  4.797e+00 1.679e-01  -8.2               
SN 2002P  52289.28 R  5.011e+00 1.657e-01  -7.7               
SN 2002P  52198.50 Z -2.050e-01 1.618e+00 -60.5               
SN 2002P  52204.42 Z  1.139e-02 3.297e-01 -57.1               
SN 2002P  52231.29 Z  7.322e-02 4.482e-01 -41.4               
SN 2002P  52232.28 Z  2.685e-02 4.122e-01 -40.8               
SN 2002P  52236.25 Z  6.297e-01 5.668e-01 -38.5               
SN 2002P  52252.25 Z -3.498e-02 2.525e-01 -29.2               
SN 2002P  52283.29 Z  2.943e+00 3.967e-01 -11.2 V -1.090 0.063
SN 2002P  52288.30 Z  5.174e+00 2.937e-01  -8.3 V -1.090 0.063
SN 2002P  52289.31 Z  4.721e+00 5.307e-01  -7.7 V -1.089 0.063
SN 2002W  52191.56 I -8.985e-02 6.036e-01 -53.7               
SN 2002W  52198.62 I  8.539e-02 5.771e-01 -50.2               
SN 2002W  52204.63 I  2.058e-01 1.752e-01 -47.2               
SN 2002W  52225.56 I -1.201e+00 3.222e-01 -36.9               
SN 2002W  52231.61 I  2.252e-01 9.028e-02 -33.9               
SN 2002W  52232.54 I  1.137e-01 2.142e-01 -33.5               
SN 2002W  52236.51 I  1.473e-01 1.239e-01 -31.5               
SN 2002W  52252.54 I  3.013e-01 1.912e-01 -23.6               
SN 2002W  52263.51 I -2.350e-01 9.028e-01 -18.2               
SN 2002W  52283.50 I  2.721e+00 4.797e-01  -8.4 B -1.152 0.122
SN 2002W  52288.48 I  3.312e+00 2.691e-01  -5.9 B -1.183 0.122
SN 2002W  52289.42 I  3.884e+00 3.204e-01  -5.5 B -1.183 0.122
SN 2002W  52323.56 I  2.733e+00 8.196e-01  11.3 B -1.071 0.122
SN 2002W  52369.31 I  1.990e-02 2.673e-01  33.9 B -0.960 0.122
SN 2002W  52231.60 R  1.270e-01 2.522e-01 -33.9               
SN 2002W  52236.57 R  3.257e-02 1.742e-01 -31.5               
SN 2002W  52252.58 R -6.641e-02 4.259e-01 -23.6               
SN 2002W  52283.60 R  1.773e+00 3.027e-01  -8.3               
SN 2002W  52288.41 R  2.056e+00 2.692e-01  -6.0               
SN 2002W  52289.60 R  2.060e+00 2.983e-01  -5.4               
SN 2002W  52323.54 R  1.618e+00 1.315e+00  11.3               
SN 2002W  52378.25 R -2.108e-01 5.459e-01  38.3               
SN 2002W  52231.57 Z -1.491e-02 1.477e-01 -34.0               
SN 2002W  52236.53 Z  3.246e-02 1.099e+00 -31.5               
SN 2002W  52252.50 Z -1.937e+00 2.024e+00 -23.6               
SN 2002W  52283.47 Z  2.982e+00 1.853e-01  -8.4 V -1.231 0.209
SN 2002W  52288.44 Z  4.191e+00 8.122e-01  -6.0 V -1.282 0.209
SN 2002W  52289.61 Z  5.073e+00 1.148e+00  -5.4 V -1.284 0.209
SN 2002W  52323.50 Z  3.850e+00 1.067e+00  11.3 V -1.180 0.209
SN 2002W  52369.34 Z -2.245e+00 2.416e+00  33.9               
SN 2002W  52377.31 Z  6.050e-01 9.599e-01  37.8 V -0.546 0.209
SN 2002X  52191.56 I -5.275e-04 3.540e-02 -30.1               
SN 2002X  52198.62 I  1.446e-01 2.407e-01 -26.3               
SN 2002X  52204.63 I -1.292e-02 1.469e-01 -23.1               
SN 2002X  52225.56 I  5.081e-02 3.983e-01 -11.8 B -1.223 0.027
SN 2002X  52231.61 I  2.602e-02 1.929e-01  -8.6 B -1.235 0.027
SN 2002X  52232.54 I  1.588e-01 2.460e-01  -8.1 B -1.237 0.027
SN 2002X  52236.51 I  1.623e-01 2.018e-01  -5.9 B -1.243 0.027
SN 2002X  52252.54 I  1.110e-01 1.859e-01   2.7 B -1.257 0.027
SN 2002X  52263.51 I  3.747e-01 7.063e-01   8.6 B -1.246 0.027
SN 2002X  52283.50 I  2.640e+00 1.823e-01  19.3 B -1.182 0.027
SN 2002X  52288.48 I  3.398e+00 9.382e-02  22.0 B -1.182 0.027
SN 2002X  52289.42 I  3.752e+00 1.451e-01  22.5 B -1.183 0.027
SN 2002X  52323.56 I  1.359e+00 1.014e+00  40.9               
SN 2002X  52369.31 I  4.473e-01 1.912e-01  65.5               
SN 2002X  52231.60 R  1.785e-03 3.986e-02  -8.6               
SN 2002X  52236.57 R  1.147e-01 7.822e-02  -5.9               
SN 2002X  52252.58 R -1.647e-02 1.211e-01   2.7               
SN 2002X  52283.60 R  1.568e+00 3.986e-02  19.4               
SN 2002X  52288.41 R  1.951e+00 1.340e-01  22.0               
SN 2002X  52289.60 R  1.987e+00 9.815e-02  22.6               
SN 2002X  52323.54 R  4.364e-01 1.641e-01  40.9               
SN 2002X  52378.25 R  8.871e-02 1.069e-01  70.3               
SN 2002X  52231.57 Z  0.000e+00 1.811e-02  -8.6 V -1.092 0.164
SN 2002X  52236.53 Z -6.353e-01 2.661e-01  -5.9 V -1.158 0.164
SN 2002X  52252.50 Z -7.105e-01 6.353e-01   2.7 V -1.038 0.164
SN 2002X  52283.47 Z  2.732e+00 2.647e-01  19.3 V -0.799 0.164
SN 2002X  52288.44 Z  3.860e+00 1.588e-01  22.0 V -0.785 0.164
SN 2002X  52289.61 Z  4.298e+00 2.020e-01  22.6 V -0.785 0.164
SN 2002X  52323.50 Z  2.384e+00 3.901e-01  40.8               
SN 2002X  52369.34 Z  9.641e-01 3.385e-01  65.5               
SN 2002X  52377.31 Z -2.480e-01 2.494e-01  69.8               
SN 2002aa 52195.57 I  3.366e-01 3.694e-01 -40.0               
SN 2002aa 52225.48 I -2.170e+00 4.113e-01 -24.6               
SN 2002aa 52231.48 I -3.183e-02 9.303e-02 -21.6               
SN 2002aa 52232.46 I -1.020e-01 1.952e-01 -21.1               
SN 2002aa 52236.49 I -1.775e+00 5.116e-01 -19.1               
SN 2002aa 52252.43 I  5.336e-01 4.478e-01 -10.8 B -1.241 0.069
SN 2002aa 52262.50 I  3.659e+00 2.061e-01  -5.7 B -1.243 0.069
SN 2002aa 52283.53 I  3.326e+00 1.404e-01   5.2 B -1.198 0.069
SN 2002aa 52288.51 I  3.306e+00 1.158e-01   7.7 B -1.186 0.069
SN 2002aa 52289.56 I  2.883e+00 2.663e-01   8.3 B -1.181 0.069
SN 2002aa 52323.41 I  5.938e-01 3.694e-01  25.6 B -1.067 0.069
SN 2002aa 52369.27 I -3.638e-01 2.891e-01  49.2               
SN 2002aa 52231.46 R  2.482e-01 1.344e-01 -21.6               
SN 2002aa 52232.44 R -6.135e-02 1.090e-01 -21.1               
SN 2002aa 52236.42 R  2.637e-01 2.735e-01 -19.1               
SN 2002aa 52252.41 R  6.858e-01 2.332e-01 -10.8               
SN 2002aa 52283.58 R  1.570e+00 9.329e-02   5.2               
SN 2002aa 52288.58 R  1.110e+00 9.000e-02   7.7               
SN 2002aa 52289.58 R  1.063e+00 4.665e-02   8.3               
SN 2002aa 52323.38 R -3.603e-17 1.995e-01  25.6               
SN 2002aa 52377.27 R  2.553e-01 5.729e-02  53.3               
SN 2002aa 52231.52 Z -2.083e-02 5.004e-01 -21.6               
SN 2002aa 52232.50 Z  3.168e-02 6.171e-01 -21.1               
SN 2002aa 52236.45 Z  3.978e-01 4.683e-01 -19.0               
SN 2002aa 52252.46 Z -2.980e-01 5.281e-01 -10.8               
SN 2002aa 52283.56 Z  4.739e+00 6.098e-01   5.2 V -1.269 0.166
SN 2002aa 52288.54 Z  4.725e+00 1.886e+00   7.7 V -1.251 0.166
SN 2002aa 52289.50 Z  4.154e+00 1.888e+00   8.2 V -1.242 0.166
SN 2002aa 52323.46 Z  4.285e-01 5.004e-01  25.7 V -0.757 0.166
SN 2002aa 52378.31 Z  4.518e-01 5.004e-01  53.9               
SN 2002ab 52195.57 I -3.882e-02 1.943e-01 -63.9               
SN 2002ab 52225.48 I  1.281e-01 4.897e-01 -42.9               
SN 2002ab 52231.48 I -1.752e+00 2.298e-01 -38.7               
SN 2002ab 52232.46 I  2.813e-01 2.718e-01 -38.0               
SN 2002ab 52236.49 I  1.892e-01 2.563e-01 -35.1               
SN 2002ab 52252.43 I  7.209e-01 1.733e-01 -23.9               
SN 2002ab 52262.50 I  2.593e-02 2.289e-01 -16.9 V -0.789 0.048
SN 2002ab 52283.53 I  1.837e+01 9.211e-02  -2.1 V -0.847 0.048
SN 2002ab 52288.51 I  2.049e+01 6.840e-02   1.4 V -0.840 0.048
SN 2002ab 52289.56 I  1.871e+01 2.800e-01   2.2 V -0.835 0.048
SN 2002ab 52323.41 I  7.311e+00 1.842e-01  26.0 V -0.872 0.048
SN 2002ab 52369.27 I  2.414e+00 1.514e-01  58.2               
SN 2002ab 52231.46 R -2.517e-01 1.044e-01 -38.7               
SN 2002ab 52232.44 R  9.811e-02 8.569e-02 -38.0               
SN 2002ab 52236.42 R -3.552e-01 2.882e-01 -35.1               
SN 2002ab 52252.41 R -3.603e-17 3.293e-01 -23.9               
SN 2002ab 52283.58 R  1.596e+01 7.403e-02  -2.0 B -0.681 0.037
SN 2002ab 52288.58 R  1.648e+01 4.310e-02   1.5 B -0.687 0.037
SN 2002ab 52289.58 R  1.617e+01 5.248e-02   2.2 B -0.687 0.037
SN 2002ab 52323.38 R  2.852e+00 2.031e-01  25.9 B -0.799 0.037
SN 2002ab 52377.27 R  7.428e-01 8.619e-02  63.8               
SN 2002ab 52231.52 Z -4.114e-01 3.209e-01 -38.7               
SN 2002ab 52232.50 Z -5.183e-17 3.924e-01 -37.9               
SN 2002ab 52236.45 Z  1.040e+00 3.209e-01 -35.2               
SN 2002ab 52252.46 Z -6.565e-01 4.858e-01 -23.9               
SN 2002ab 52283.56 Z  1.871e+01 4.143e-01  -2.1               
SN 2002ab 52288.54 Z  1.907e+01 1.357e-01   1.4               
SN 2002ab 52289.50 Z  1.932e+01 2.378e-01   2.1               
SN 2002ab 52323.46 Z  7.630e+00 4.420e-01  26.0               
SN 2002ab 52378.31 Z  1.501e+00 2.349e-01  64.5               
SN 2002ad 52232.55 I  3.209e-01 3.876e-01 -24.1               
SN 2002ad 52236.63 I -1.001e+00 6.846e-01 -21.4               
SN 2002ad 52252.61 I  4.556e+00 2.909e-01 -10.9 V -0.863 0.037
SN 2002ad 52263.57 I  1.123e+01 3.057e-01  -3.6 V -0.867 0.037
SN 2002ad 52283.63 I  9.458e+00 3.449e-01   9.6 V -0.880 0.037
SN 2002ad 52288.62 I  8.537e+00 2.865e-01  12.9 V -0.882 0.037
SN 2002ad 52323.56 I  1.694e+00 4.599e-01  36.0 V -0.826 0.037
SN 2002ad 52377.39 I  2.523e+00 3.527e-01  71.5               
SN 2002ad 52252.59 R  3.489e+00 7.515e-02 -10.9 B -0.706 0.020
SN 2002ad 52283.61 R  6.134e+00 5.705e-01   9.6 B -0.674 0.020
SN 2002ad 52288.59 R  4.382e+00 2.078e-01  12.9 B -0.680 0.020
SN 2002ad 52289.63 R  3.874e+00 1.894e-01  13.6 B -0.681 0.020
SN 2002ad 52323.59 R -2.477e-01 6.626e-01  36.0               
SN 2002ad 52378.27 R  4.886e-02 2.942e-01  72.1               
SN 2002ad 52232.58 Z  9.476e-02 3.344e-01 -24.1               
SN 2002ad 52252.64 Z  5.241e+00 2.393e-01 -10.8               
SN 2002ad 52288.65 Z  7.579e+00 4.533e-01  12.9               
SN 2002ad 52323.62 Z  7.572e-01 9.937e-01  36.0               
SN 2002ad 52369.36 Z  9.411e-01 1.319e+00  66.0               
SN 2002ad 52377.33 Z  1.342e+00 2.995e-01  71.5               
SN 2002ad 52378.34 Z -1.417e+00 1.293e+00  72.5               
